COMPANYID,COMPANYNAME,FYEAR,FQUARTER,EPS,fwd_return_30d,revenue_growth,operating_margin,pe_ratio,global_neg_frac,global_pos_frac,global_linear_score,LM_neg_frac,avg_confidence,strong_sentiment_frac,guidance_count,avg_specificity,near_future_frac,far_future_frac,transcript_text,REVENUE_pos,REVENUE_neg,REVENUE_neu,REVENUE_neg_frac,INDUSTRY_MOATS_DRIVERS_pos,INDUSTRY_MOATS_DRIVERS_neg,INDUSTRY_MOATS_DRIVERS_neu,INDUSTRY_MOATS_DRIVERS_neg_frac,EARNING_AND_COSTS_pos,EARNING_AND_COSTS_neg,EARNING_AND_COSTS_neu,EARNING_AND_COSTS_neg_frac,CAP_ALLOCATION_CASH_pos,CAP_ALLOCATION_CASH_neg,CAP_ALLOCATION_CASH_neu,CAP_ALLOCATION_CASH_neg_frac,EXOGENOUS_pos,EXOGENOUS_neg,EXOGENOUS_neu,EXOGENOUS_neg_frac,MANAGEMENT_CULTURE_SUSTAINABILITY_pos,MANAGEMENT_CULTURE_SUSTAINABILITY_neg,MANAGEMENT_CULTURE_SUSTAINABILITY_neu,MANAGEMENT_CULTURE_SUSTAINABILITY_neg_frac,OTHER_CRITERIA_pos,OTHER_CRITERIA_neg,OTHER_CRITERIA_neu,OTHER_CRITERIA_neg_frac,eps_surprise_pct
8,Company_008,2022,4,15.4998,-0.002716,0.0217,0.1352,21.82,0.3589,0.5881,0.2292,0.1411,2.97,0.3759,2,1.55,0.4308,0.207,Company_008 Q4 2022: Revenue grew 2.2% with margins at 13.5%. Management expects continued improvement ahead.,1,1,1,0.3985,5,4,2,0.4411,3,2,1,0.4128,3,1,2,0.3136,6,4,2,0.3401,2,1,2,0.2559,6,6,2,0.4571,0.03755532329449415
8,Company_008,2023,1,16.0819,-0.02,-0.0341,0.1469,29.1,0.2556,0.4295,0.1739,0.2623,3.28,0.2908,3,2.46,0.4967,0.2741,Company_008 Q1 2023: Revenue grew -3.4% with margins at 14.7%. Management expects continued improvement ahead.,2,2,4,0.2619,1,0,2,0.1575,1,1,2,0.3091,2,2,3,0.4175,0,0,3,0.1347,3,2,6,0.2496,3,3,4,0.3435,-0.013406376112275305
8,Company_008,2023,2,15.8663,0.00602,0.0497,0.207,9.27,0.0839,0.2971,0.2132,0.1036,3.01,0.3597,4,3.3,0.6448,0.2135,Company_008 Q2 2023: Revenue grew 5.0% with margins at 20.7%. Management expects continued improvement ahead.,1,0,3,0.0222,1,0,4,0.0494,2,1,3,0.2089,3,1,8,0.1199,4,1,8,0.1439,2,2,9,0.1993,1,1,3,0.2607,-0.017754611976327227
8,Company_008,2023,3,15.5846,-0.012604,-0.054,0.0494,39.01,0.3382,0.3032,-0.0351,0.2502,4.33,0.4483,3,1.82,0.637,0.1405,Company_008 Q3 2023: Revenue grew -5.4% with margins at 4.9%. Management expects continued challenges ahead.,0,1,2,0.3475,3,1,7,0.1415,2,2,1,0.4334,2,2,5,0.3188,3,3,6,0.3009,1,1,3,0.3701,0,2,4,0.4002,-0.05314862107465065
8,Company_008,2023,4,14.7563,0.044814,-0.0171,0.1429,37.71,0.5877,0.4123,-0.1755,0.7054,3.45,0.3668,2,3.26,0.6283,0.1091,Company_008 Q4 2023: Revenue grew -1.7% with margins at 14.3%. Management expects continued challenges ahead.,2,3,2,0.4602,3,5,2,0.5226,1,2,1,0.5355,3,4,2,0.5519,2,4,4,0.4495,3,4,3,0.4734,5,5,4,0.4119,0.013302792705488559
8,Company_008,2024,1,14.9526,0.027782,0.033,0.1196,28.36,0.5669,0.2501,-0.3168,0.6394,3.14,0.4454,5,2.16,0.4795,0.1844,Company_008 Q1 2024: Revenue grew 3.3% with margins at 12.0%. Management expects continued challenges ahead.,0,2,4,0.4086,1,3,2,0.5968,1,5,2,0.6422,3,8,1,0.7218,3,6,4,0.5286,0,1,2,0.6419,6,6,0,0.5509,0.0025748030442865515
8,Company_008,2024,2,14.9911,0.004373,-0.0021,0.1001,9.1,0.4091,0.5909,0.1817,0.2378,3.24,0.1619,2,2.8,0.3054,0.0549,Company_008 Q2 2024: Revenue grew -0.2% with margins at 10.0%. Management expects continued improvement ahead.,1,0,1,0.291,6,4,2,0.3352,2,1,1,0.4409,1,1,1,0.514,1,0,1,0.3843,5,5,1,0.5079,7,2,5,0.1777,0.03984364056006568
8,Company_008,2024,3,15.5884,0.003029,-0.0695,0.1677,39.02,0.2628,0.1732,-0.0895,0.2481,3.81,0.1848,2,2.52,0.3765,0.1793,Company_008 Q3 2024: Revenue grew -6.9% with margins at 16.8%. Management expects continued challenges ahead.,0,0,4,0.0781,2,1,7,0.1107,2,3,8,0.262,1,2,8,0.2048,0,1,2,0.3788,1,0,6,0.1343,1,1,3,0.2741,0.04584177978496836
8,Company_008,2024,4,16.303,-0.034295,0.0003,0.1265,16.47,0.2878,0.5285,0.2407,0.362,4.33,0.388,7,3.73,0.5023,0.0693,Company_008 Q4 2024: Revenue grew 0.0% with margins at 12.6%. Management expects continued improvement ahead.,4,2,3,0.303,0,0,2,0.183,1,0,2,0.3036,5,2,4,0.2552,5,2,1,0.3052,7,5,0,0.5476,2,1,1,0.2781,
9,Company_009,2019,1,4.9449,-0.002099,-0.0196,0.1504,15.48,0.3285,0.6715,0.343,0.323,3.02,0.412,4,2.71,0.4912,0.1678,Company_009 Q1 2019: Revenue grew -2.0% with margins at 15.0%. Management expects continued improvement ahead.,5,4,1,0.4432,8,5,0,0.4884,3,1,0,0.3284,6,2,1,0.3109,6,4,1,0.3662,6,4,3,0.3178,6,4,1,0.4379,0.01652207324718408
9,Company_009,2019,2,5.0266,-0.019357,0.0198,0.1747,11.31,0.31,0.4499,0.14,0.4524,2.27,0.1405,6,3.78,0.6784,0.1112,Company_009 Q2 2019: Revenue grew 2.0% with margins at 17.5%. Management expects continued improvement ahead.,0,0,2,0.2903,3,2,3,0.265,3,2,4,0.2633,5,2,4,0.2363,2,1,3,0.2193,1,1,3,0.3592,4,1,5,0.1606,0.18099709545219425
9,Company_009,2019,3,5.9364,-0.062527,0.0568,0.117,34.14,0.3343,0.4919,0.1577,0.2013,3.02,0.2307,6,1.7,0.3766,0.1466,Company_009 Q3 2019: Revenue grew 5.7% with margins at 11.7%. Management expects continued improvement ahead.,6,4,3,0.3317,5,5,3,0.3949,3,4,1,0.5694,1,1,1,0.3844,4,4,4,0.343,0,1,1,0.6105,1,0,1,0.3704,-0.10284010511421064
9,Company_009,2019,4,5.3259,-0.013135,0.0135,0.122,26.81,0.3154,0.4204,0.105,0.3356,4.24,0.3613,2,2.41,0.5558,0.0823,Company_009 Q4 2019: Revenue grew 1.4% with margins at 12.2%. Management expects continued improvement ahead.,4,3,4,0.3102,4,4,5,0.3197,5,5,4,0.387,4,3,3,0.3299,6,1,2,0.2162,5,4,4,0.3434,3,3,4,0.3777,0.027150340787472634
9,Company_009,2020,1,5.4705,-0.012741,-0.0267,0.1265,21.59,0.495,0.2986,-0.1964,0.4979,2.32,0.1492,5,2.68,0.5827,0.2852,Company_009 Q1 2020: Revenue grew -2.7% with margins at 12.6%. Management expects continued challenges ahead.,2,2,4,0.3045,0,1,2,0.5028,2,3,2,0.5576,2,7,4,0.5504,3,5,4,0.4559,5,6,1,0.5763,2,5,3,0.5116,0.2967370441458732
9,Company_009,2020,2,7.0938,0.026373,-0.0433,0.1172,16.42,0.2787,0.7213,0.4427,0.4229,2.41,0.2451,4,2.97,0.3357,0.1577,Company_009 Q2 2020: Revenue grew -4.3% with margins at 11.7%. Management expects continued improvement ahead.,8,2,1,0.2528,6,1,1,0.2137,1,0,1,0.1957,1,1,1,0.3482,6,6,2,0.4391,8,2,2,0.2426,9,4,0,0.3952,0.022188389861569256
9,Company_009,2020,3,7.2512,-0.027613,0.064,0.069,34.4,0.2526,0.358,0.1054,0.1069,3.21,0.3174,3,2.25,0.3772,0.079,Company_009 Q3 2020: Revenue grew 6.4% with margins at 6.9%. Management expects continued improvement ahead.,3,6,5,0.4387,3,3,7,0.2877,0,0,2,0.3304,0,0,2,0.284,2,4,7,0.3456,3,0,3,0.0621,2,1,1,0.2932,-0.017583296557811053
9,Company_009,2020,4,7.1237,0.028944,-0.0165,0.1661,25.17,0.5807,0.4193,-0.1614,0.6424,3.09,0.2071,7,2.74,0.3376,0.1227,Company_009 Q4 2020: Revenue grew -1.6% with margins at 16.6%. Management expects continued challenges ahead.,0,0,2,0.4724,0,0,2,0.4653,3,7,2,0.6453,0,1,1,0.5628,1,1,1,0.5109,1,2,1,0.7307,2,3,0,0.7035,-0.07539621264230674
9,Company_009,2021,1,6.5866,-0.00495,0.0202,0.1383,18.78,0.5105,0.425,-0.0855,0.6363,3.42,0.4444,7,3.01,0.5014,0.2668,Company_009 Q1 2021: Revenue grew 2.0% with margins at 13.8%. Management expects continued challenges ahead.,3,4,1,0.5444,2,4,1,0.6128,2,3,0,0.6801,1,1,1,0.4953,1,2,1,0.5132,0,0,2,0.2541,4,4,1,0.5281,0.015121610542616916
9,Company_009,2021,2,6.6862,-0.033711,0.0449,0.071,26.73,0.4319,0.4726,0.0407,0.4431,3.37,0.3562,6,2.18,0.4537,0.259,Company_009 Q2 2021: Revenue grew 4.5% with margins at 7.1%. Management expects continued improvement ahead.,6,4,1,0.4326,3,2,2,0.3647,4,4,1,0.4927,2,2,1,0.531,6,4,0,0.4722,4,4,2,0.464,1,1,1,0.3783,0.06215787741916178
9,Company_009,2021,3,7.1018,-0.00048,0.0155,0.2129,8.91,0.2673,0.3986,0.1313,0.1125,3.58,0.2398,6,2.75,0.6576,0.28,Company_009 Q3 2021: Revenue grew 1.5% with margins at 21.3%. Management expects continued improvement ahead.,2,1,3,0.3166,1,0,2,0.1437,5,2,3,0.2238,2,0,3,0.1957,4,3,4,0.293,0,0,2,0.3841,1,0,1,0.1861,-0.03118927595820775
9,Company_009,2021,4,6.8803,0.017959,0.0114,0.1569,19.98,0.2933,0.2253,-0.068,0.2539,2.58,0.3939,6,3.17,0.3707,0.1951,Company_009 Q4 2021: Revenue grew 1.1% with margins at 15.7%. Management expects continued challenges ahead.,3,4,7,0.3073,0,0,2,0.1731,1,2,7,0.2722,4,5,4,0.4556,0,1,2,0.3951,3,6,4,0.4695,3,4,5,0.4101,0.057250410592561425
9,Company_009,2022,1,7.2742,0.037872,-0.0027,0.1037,26.46,0.1962,0.4839,0.2877,0.0959,2.1,0.3109,5,3.96,0.5669,0.061,Company_009 Q1 2022: Revenue grew -0.3% with margins at 10.4%. Management expects continued improvement ahead.,4,0,4,0.0464,5,0,5,0.038,3,0,2,0.1864,2,0,4,0.1489,4,1,4,0.1903,2,0,2,0.1331,2,0,1,0.21,0.019012399989002116
9,Company_009,2022,2,7.4125,0.044565,-0.0066,0.1915,18.13,0.124,0.1052,-0.0189,0.135,3.68,0.1126,4,3.23,0.6484,0.1356,Company_009 Q2 2022: Revenue grew -0.7% with margins at 19.2%. Management expects continued challenges ahead.,0,0,14,0.0653,1,0,6,0.0815,0,0,3,0.2527,1,0,8,0.0216,0,1,4,0.2188,1,2,7,0.2058,0,0,9,0.0665,-0.017929173693085918
9,Company_009,2022,3,7.2796,0.003427,-0.0151,0.0861,39.89,0.3612,0.5538,0.1927,0.5319,3.88,0.3579,5,3.24,0.6183,0.1351,Company_009 Q3 2022: Revenue grew -1.5% with margins at 8.6%. Management expects continued improvement ahead.,1,1,0,0.6254,5,5,0,0.5933,2,1,0,0.3606,4,1,2,0.2776,9,5,0,0.4145,3,1,1,0.327,6,3,3,0.2599,-0.03464476070113745
9,Company_009,2022,4,7.0274,-0.002264,0.0292,0.1614,14.68,0.3168,0.2979,-0.0189,0.3,3.66,0.1315,7,3.19,0.3534,0.2515,Company_009 Q4 2022: Revenue grew 2.9% with margins at 16.1%. Management expects continued challenges ahead.,2,0,4,0.129,1,0,2,0.154,0,0,3,0.2366,1,2,4,0.3128,2,1,4,0.2819,2,2,4,0.3285,3,1,3,0.2297,-0.07658593505421632
9,Company_009,2023,1,6.4892,-0.065873,0.0016,0.1876,28.18,0.3268,0.241,-0.0858,0.3723,3.87,0.2749,1,2.64,0.3123,0.2698,Company_009 Q1 2023: Revenue grew 0.2% with margins at 18.8%. Management expects continued challenges ahead.,2,4,1,0.5976,0,1,2,0.3371,1,3,5,0.373,3,5,6,0.3953,2,3,2,0.444,1,1,6,0.2445,0,1,1,0.5136,-0.01100289712137098
9,Company_009,2023,2,6.4178,-0.002372,-0.0314,0.0614,31.28,0.3281,0.5991,0.271,0.4153,3.13,0.4427,2,1.96,0.4747,0.1481,Company_009 Q2 2023: Revenue grew -3.1% with margins at 6.1%. Management expects continued improvement ahead.,2,2,0,0.549,1,0,1,0.1848,8,5,0,0.385,4,2,2,0.373,2,2,2,0.3891,6,2,0,0.2905,1,1,1,0.453,-0.13437626601015926
9,Company_009,2023,3,5.5554,-0.047811,-0.0027,0.1224,19.45,0.5929,0.4071,-0.1858,0.563,2.02,0.4357,2,3.37,0.4315,0.2027,Company_009 Q3 2023: Revenue grew -0.3% with margins at 12.2%. Management expects continued challenges ahead.,5,5,0,0.5823,2,1,1,0.42,4,8,2,0.6321,1,2,0,0.7052,3,9,1,0.7012,0,1,2,0.5889,4,3,2,0.4016,-0.04123915469633147
9,Company_009,2023,4,5.3263,0.027316,0.0291,0.1881,23.32,0.2986,0.1959,-0.1028,0.3951,2.11,0.2238,7,3.49,0.4579,0.1731,Company_009 Q4 2023: Revenue grew 2.9% with margins at 18.8%. Management expects continued challenges ahead.,1,1,7,0.1182,1,3,8,0.3221,0,0,2,0.3547,1,1,3,0.3666,1,2,5,0.3003,1,2,3,0.4851,0,1,3,0.4866,-0.15029194750577315
9,Company_009,2024,1,4.5258,0.022042,0.0171,0.1307,19.63,0.2553,0.4079,0.1526,0.5191,3.6,0.4605,0,0.0,0.358,0.2761,Company_009 Q1 2024: Revenue grew 1.7% with margins at 13.1%. Management expects continued improvement ahead.,5,2,5,0.1797,3,1,4,0.1755,2,0,3,0.17,1,0,3,0.1409,2,0,3,0.1948,4,2,3,0.3058,1,0,3,0.249,0.004198152812762412
9,Company_009,2024,2,4.5448,-0.043929,-0.0195,0.182,14.75,0.5168,0.2463,-0.2704,0.5115,3.72,0.1879,3,2.71,0.4292,0.2597,Company_009 Q2 2024: Revenue grew -1.9% with margins at 18.2%. Management expects continued challenges ahead.,1,3,3,0.4687,0,1,2,0.4666,1,3,1,0.6136,0,2,3,0.4393,1,2,3,0.4781,1,5,4,0.5321,3,7,4,0.5224,0.03848354162999453
9,Company_009,2024,3,4.7197,-0.037008,0.0263,0.2051,23.14,0.4118,0.2799,-0.1319,0.2878,3.54,0.2825,4,2.02,0.3999,0.1341,Company_009 Q3 2024: Revenue grew 2.6% with margins at 20.5%. Management expects continued challenges ahead.,1,1,1,0.4319,0,1,3,0.3771,1,2,2,0.4999,4,3,5,0.3222,1,1,3,0.2171,2,5,5,0.4979,0,0,2,0.4279,-0.0850054028857765
9,Company_009,2024,4,4.3185,-0.024997,-0.027,0.114,23.38,0.6887,0.2789,-0.4098,0.7552,3.38,0.3527,3,2.58,0.4587,0.2845,Company_009 Q4 2024: Revenue grew -2.7% with margins at 11.4%. Management expects continued challenges ahead.,1,7,2,0.7578,1,3,0,0.8306,3,7,1,0.6651,0,1,1,0.6443,1,4,1,0.6937,3,11,0,0.8695,1,2,1,0.6722,
10,Company_010,2019,1,4.8594,-0.015167,0.006,0.1953,10.66,0.2982,0.4259,0.1277,0.3339,2.48,0.2763,0,0.0,0.399,0.2518,Company_010 Q1 2019: Revenue grew 0.6% with margins at 19.5%. Management expects continued improvement ahead.,3,1,7,0.1761,6,4,1,0.4372,0,0,2,0.1002,5,3,2,0.3709,1,0,1,0.4101,1,2,2,0.4095,1,1,3,0.2332,0.006255916368275961
10,Company_010,2019,2,4.8898,-0.02403,-0.0279,0.282,33.3,0.5554,0.3881,-0.1673,0.4848,2.33,0.2242,4,3.91,0.5156,0.122,Company_010 Q2 2019: Revenue grew -2.8% with margins at 28.2%. Management expects continued challenges ahead.,1,1,1,0.6063,2,5,5,0.4356,1,2,2,0.555,6,6,1,0.5174,1,1,1,0.463,3,8,1,0.6745,1,1,1,0.5245,-0.053171908871528444
10,Company_010,2019,3,4.6298,-0.039807,-0.0047,0.1165,39.71,0.1573,0.6214,0.464,0.122,3.31,0.1819,4,2.8,0.4459,0.2683,Company_010 Q3 2019: Revenue grew -0.5% with margins at 11.6%. Management expects continued improvement ahead.,5,2,3,0.2065,2,1,2,0.2339,7,1,3,0.1023,3,0,1,0.2308,5,1,4,0.1357,8,3,0,0.3106,7,0,6,0.0,0.04993736230506704
10,Company_010,2019,4,4.861,-0.027183,0.0134,0.1582,33.74,0.1939,0.322,0.1281,0.1276,2.41,0.1997,6,2.37,0.5205,0.1399,Company_010 Q4 2019: Revenue grew 1.3% with margins at 15.8%. Management expects continued improvement ahead.,6,0,8,0.0694,2,0,5,0.076,3,4,4,0.3741,2,1,7,0.1022,1,0,4,0.1569,1,0,4,0.1456,4,3,6,0.2435,-0.0250565727216621
10,Company_010,2020,1,4.7392,0.044808,-0.0018,0.0961,23.93,0.135,0.4182,0.2832,0.1121,3.19,0.4606,6,3.54,0.3056,0.2143,Company_010 Q1 2020: Revenue grew -0.2% with margins at 9.6%. Management expects continued improvement ahead.,5,3,6,0.2757,1,0,5,0.1207,2,1,2,0.2308,0,0,3,0.2535,1,0,5,0.0,1,1,2,0.2747,3,2,4,0.2415,0.10436360567184319
10,Company_010,2020,2,5.2338,0.022453,0.0186,0.1776,16.29,0.1131,0.2442,0.1311,0.1264,3.77,0.1859,3,2.97,0.6057,0.2983,Company_010 Q2 2020: Revenue grew 1.9% with margins at 17.8%. Management expects continued improvement ahead.,3,2,6,0.2423,0,3,7,0.3671,1,1,7,0.147,4,1,7,0.1532,1,0,5,0.0,1,0,3,0.1432,0,0,3,0.1591,0.08896022010776114
10,Company_010,2020,3,5.6994,0.019913,0.0482,0.1489,22.8,0.3573,0.4018,0.0444,0.338,3.96,0.4286,3,1.81,0.3107,0.0531,Company_010 Q3 2020: Revenue grew 4.8% with margins at 14.9%. Management expects continued improvement ahead.,1,1,2,0.4519,2,1,5,0.1994,2,3,5,0.3043,1,1,2,0.2858,3,2,1,0.4782,3,2,2,0.3465,4,2,5,0.2544,0.159929115345475
10,Company_010,2020,4,6.6109,0.020008,-0.011,0.1196,26.42,0.4076,0.3787,-0.0289,0.5627,3.06,0.306,4,2.97,0.3267,0.2574,Company_010 Q4 2020: Revenue grew -1.1% with margins at 12.0%. Management expects continued challenges ahead.,3,2,2,0.318,6,5,3,0.4013,1,1,3,0.3776,4,4,2,0.4321,3,3,1,0.5401,3,5,2,0.5343,1,1,1,0.3348,0.13193362477121123
10,Company_010,2021,1,7.4831,-0.01455,-0.0574,0.1687,32.34,0.1919,0.554,0.362,0.1265,2.37,0.3287,5,3.08,0.6631,0.1548,Company_010 Q1 2021: Revenue grew -5.7% with margins at 16.9%. Management expects continued improvement ahead.,7,3,4,0.2516,7,3,2,0.2837,9,0,5,0.0056,7,3,4,0.2687,9,2,3,0.1508,2,1,4,0.198,7,0,6,0.0,0.043872192005986764
10,Company_010,2021,2,7.8114,-0.048813,-0.034,0.2268,38.62,0.4797,0.3969,-0.0829,0.5601,2.82,0.4849,6,3.4,0.5131,0.2097,Company_010 Q2 2021: Revenue grew -3.4% with margins at 22.7%. Management expects continued challenges ahead.,1,1,3,0.3054,4,5,3,0.446,4,4,2,0.4681,0,0,2,0.3661,1,0,1,0.3258,4,4,1,0.4998,7,8,0,0.5882,-0.026666154594566848
10,Company_010,2021,3,7.6031,-0.022258,0.0095,0.1064,28.85,0.4601,0.5399,0.0798,0.5376,3.78,0.3752,4,1.87,0.4656,0.1708,Company_010 Q3 2021: Revenue grew 0.9% with margins at 10.6%. Management expects continued improvement ahead.,4,4,0,0.6106,2,2,1,0.4745,4,4,0,0.5537,3,2,1,0.469,5,3,2,0.3351,4,3,0,0.4758,7,5,0,0.4815,-0.003906301377069887
10,Company_010,2021,4,7.5734,-0.000443,0.0351,0.1796,29.09,0.1527,0.3939,0.2413,0.2763,3.0,0.3055,3,3.51,0.6383,0.0789,Company_010 Q4 2021: Revenue grew 3.5% with margins at 18.0%. Management expects continued improvement ahead.,3,0,5,0.0273,3,2,5,0.2635,0,0,6,0.1559,2,1,3,0.2177,1,1,4,0.1768,2,0,12,0.0,2,0,3,0.1988,0.02573480867245882
10,Company_010,2022,1,7.7683,0.012246,0.0337,0.1236,18.01,0.0541,0.53,0.476,0.0,2.26,0.1075,0,0.0,0.4881,0.2684,Company_010 Q1 2022: Revenue grew 3.4% with margins at 12.4%. Management expects continued improvement ahead.,4,0,6,0.0,6,1,5,0.1353,2,0,3,0.0088,6,0,4,0.0422,2,0,3,0.0466,1,0,2,0.0,1,0,2,0.0745,0.06218863844084295
10,Company_010,2022,2,8.2514,-0.00109,-0.0397,0.0942,21.55,0.5239,0.4761,-0.0478,0.3938,3.43,0.4612,5,3.88,0.6833,0.0744,Company_010 Q2 2022: Revenue grew -4.0% with margins at 9.4%. Management expects continued challenges ahead.,6,7,1,0.5685,3,3,0,0.5227,0,1,1,0.6906,4,5,2,0.4643,6,9,0,0.7051,8,6,0,0.5273,2,2,1,0.5023,0.09850449620670423
10,Company_010,2022,3,9.0642,-0.042711,-0.0022,0.0658,28.84,0.3587,0.3602,0.0015,0.4046,3.92,0.4843,3,2.96,0.4486,0.1622,Company_010 Q3 2022: Revenue grew -0.2% with margins at 6.6%. Management expects continued improvement ahead.,2,3,3,0.4271,1,2,8,0.242,3,2,7,0.1966,4,5,3,0.4228,6,6,0,0.5126,0,1,4,0.2347,0,1,2,0.3849,-0.005505174201804811
10,Company_010,2022,4,9.0143,0.009165,0.0307,0.0704,24.76,0.3768,0.1053,-0.2715,0.4566,2.06,0.4163,1,1.53,0.5076,0.2014,Company_010 Q4 2022: Revenue grew 3.1% with margins at 7.0%. Management expects continued challenges ahead.,0,2,7,0.2287,0,0,3,0.3224,0,0,3,0.2741,0,0,2,0.2641,0,1,4,0.376,0,1,2,0.3877,0,3,4,0.4699,0.048966641891217265
10,Company_010,2023,1,9.4557,-0.093012,-0.005,0.1166,14.87,0.7295,0.251,-0.4785,0.8286,2.89,0.2136,4,1.88,0.6226,0.1776,Company_010 Q1 2023: Revenue grew -0.5% with margins at 11.7%. Management expects continued challenges ahead.,1,4,2,0.6174,1,5,1,0.7675,0,2,1,0.7446,1,5,0,0.912,2,6,0,0.7964,1,5,0,0.9228,4,10,0,0.8451,0.04016624892921724
10,Company_010,2023,2,9.8355,-0.000171,-0.017,0.1574,8.84,0.195,0.3709,0.1758,0.2005,2.65,0.3152,6,2.14,0.4053,0.1891,Company_010 Q2 2023: Revenue grew -1.7% with margins at 15.7%. Management expects continued improvement ahead.,0,0,3,0.0953,3,0,3,0.1451,1,1,5,0.2565,3,1,3,0.24,2,2,5,0.2438,2,1,5,0.2492,5,3,3,0.351,-0.09714808601494575
10,Company_010,2023,3,8.88,0.027562,-0.0001,0.1433,39.74,0.46,0.2914,-0.1686,0.6189,3.72,0.4365,5,2.05,0.5088,0.0888,Company_010 Q3 2023: Revenue grew -0.0% with margins at 14.3%. Management expects continued challenges ahead.,1,1,3,0.3699,3,5,6,0.3685,3,2,1,0.3512,1,1,2,0.4485,0,1,1,0.5315,1,3,1,0.6929,3,0,8,0.0903,-0.02057432432432438
10,Company_010,2023,4,8.6973,-0.048859,0.0272,0.1577,9.57,0.5946,0.1771,-0.4176,0.7029,3.43,0.4415,5,1.52,0.3331,0.0815,Company_010 Q4 2023: Revenue grew 2.7% with margins at 15.8%. Management expects continued challenges ahead.,1,5,2,0.6815,0,7,7,0.5684,0,6,3,0.6844,3,9,2,0.6882,1,2,3,0.4615,0,7,5,0.6068,0,5,9,0.4192,-0.04080576730709538
10,Company_010,2024,1,8.3424,-0.004721,-0.0161,0.0873,26.72,0.3563,0.2924,-0.0639,0.3286,3.11,0.1137,5,2.87,0.4425,0.0518,Company_010 Q1 2024: Revenue grew -1.6% with margins at 8.7%. Management expects continued challenges ahead.,2,2,5,0.2396,2,1,5,0.2497,1,5,4,0.5406,2,2,7,0.1994,4,4,4,0.3884,1,1,2,0.2845,0,1,2,0.5431,-0.02258342922899881
10,Company_010,2024,2,8.154,0.008862,-0.0034,0.1615,39.19,0.2487,0.2164,-0.0323,0.2519,3.51,0.394,3,2.82,0.3153,0.2038,Company_010 Q2 2024: Revenue grew -0.3% with margins at 16.2%. Management expects continued challenges ahead.,0,1,8,0.2097,1,2,7,0.211,0,0,2,0.2484,3,2,7,0.2491,2,2,8,0.2254,3,3,7,0.2383,0,0,3,0.3251,-0.012178072111846886
10,Company_010,2024,3,8.0547,-0.01246,0.0172,0.0918,32.38,0.4791,0.5209,0.0419,0.3079,3.93,0.45,1,3.11,0.6406,0.2023,Company_010 Q3 2024: Revenue grew 1.7% with margins at 9.2%. Management expects continued improvement ahead.,2,2,1,0.4735,3,2,2,0.425,5,5,0,0.6396,0,0,2,0.4967,4,5,4,0.4402,3,3,2,0.4448,3,3,1,0.5557,-0.08294536109352313
10,Company_010,2024,4,7.3866,-0.02761,-0.0033,0.2258,27.58,0.451,0.05,-0.401,0.3739,2.93,0.3808,2,3.86,0.6272,0.1969,Company_010 Q4 2024: Revenue grew -0.3% with margins at 22.6%. Management expects continued challenges ahead.,0,7,7,0.5609,0,2,5,0.4253,0,2,3,0.5908,0,3,11,0.2325,1,2,2,0.5176,1,2,6,0.243,1,5,4,0.5569,
11,Company_011,2019,1,6.7164,0.057535,-0.0024,0.2196,19.78,0.1603,0.4085,0.2482,0.169,2.31,0.1166,3,3.28,0.4456,0.2583,Company_011 Q1 2019: Revenue grew -0.2% with margins at 22.0%. Management expects continued improvement ahead.,4,3,3,0.3372,1,0,1,0.1795,2,0,4,0.0466,0,0,2,0.0,4,1,7,0.1383,2,1,1,0.3008,1,0,3,0.0345,0.029301411470430534
11,Company_011,2019,2,6.9132,-0.005159,0.0081,0.1194,37.52,0.2952,0.2739,-0.0213,0.2785,4.13,0.41,3,3.34,0.3712,0.2562,Company_011 Q2 2019: Revenue grew 0.8% with margins at 11.9%. Management expects continued challenges ahead.,1,2,4,0.364,0,2,8,0.2111,3,1,9,0.1309,3,2,6,0.2569,1,2,4,0.3577,0,0,2,0.2617,2,0,6,0.1179,-0.02048255511195966
11,Company_011,2019,3,6.7716,-0.015426,0.0019,0.1932,34.06,0.4953,0.345,-0.1503,0.5172,3.3,0.4086,5,3.48,0.4297,0.229,Company_011 Q3 2019: Revenue grew 0.2% with margins at 19.3%. Management expects continued challenges ahead.,2,6,4,0.5061,3,2,3,0.2659,1,1,0,0.5145,3,6,5,0.4349,2,6,3,0.6121,3,3,1,0.5705,1,1,1,0.3764,0.15226829700513902
11,Company_011,2019,4,7.8027,0.000737,0.0318,0.1533,15.83,0.2414,0.4472,0.2058,0.4033,3.87,0.3083,3,2.13,0.5347,0.249,Company_011 Q4 2019: Revenue grew 3.2% with margins at 15.3%. Management expects continued improvement ahead.,4,1,3,0.2055,2,0,2,0.1483,4,2,3,0.304,4,1,4,0.1973,4,3,7,0.2447,9,3,2,0.274,5,2,4,0.1987,0.0699501454624681
11,Company_011,2020,1,8.3485,-0.012289,0.0783,0.1623,32.61,0.4319,0.3739,-0.058,0.328,2.92,0.484,4,2.19,0.514,0.1371,Company_011 Q1 2020: Revenue grew 7.8% with margins at 16.2%. Management expects continued challenges ahead.,5,7,0,0.6698,1,2,1,0.6059,0,2,4,0.4593,0,1,1,0.5426,1,2,2,0.4803,4,3,5,0.3034,4,3,3,0.318,0.06093310175480638
